Load Report FULLS IN;;;;;;;;;;;;;;;;;;;;;;;;;
Steering partner name;Business case;Freight mode;Load ID;Leg number;Transport end [date time];Transport mode;Transport order ID;Carrier company name;;Consignor location name;Recipient location name;Truck plate number;Trailer plate number;;Driver name;Driver contact;1st status in process;Pickup [date];Pickup times;Delivery [date];Delivery times;Handling unit quantity (TO);Current status name (TO);Current status name (Load);
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240347;1;08.08.2015 08:00;FTL;VE01995632;97213980 - Waberer's International Zrt.;48;888089 | Robert Bosch GmbH;3000 | Robert Bosch Energy and Body Systems Kft.;MTT-320;WAG-982;0;Körmöczi László/Kocsis András;;06.08.2015 07:54;07.08.2015;10:00 - 10:00;08.08.2015;07:00 - 08:00;66;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240313;2;08.08.2015 00:01;HUB;VE01992633;123261 - LGI Logistics Group International GmbH.;48;73621 | Schröder & Heidler GmbH;3000 | Robert Bosch Energy and Body Systems Kft.;MTT864;RTZD239;0;;;04.08.2015 08:28;05.08.2015;08:00 - 15:00;08.08.2015;00:00 - 04:00;1;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239391;1;07.08.2015 21:00;LTL;VE01975069;97303889 - EKOL Logistics Kft.;34;666714 | Talleres Maugo;97178139 | Eckerle Automotive Kft.;;;0;;;31.07.2015 07:28;03.08.2015;08:00 - 18:30;07.08.2015;09:00 - 21:00;7;Billingcase created;Billingcase created;19
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239386;1;07.08.2015 21:00;LTL;VE01975065;97303889 - EKOL Logistics Kft.;34;660440 | Nagamohr, S.A.;97178139 | Eckerle Automotive Kft.;;;0;;;31.07.2015 08:35;03.08.2015;08:00 - 16:00;07.08.2015;09:00 - 21:00;1;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240379;1;10.08.2015 20:30;LTL;VE01995756;670331 - Ghibli Szállítmányozási Kft.;48;1789 | KURZ PLAST KFT;3000 | Robert Bosch Energy and Body Systems Kft.;NAG-289;;0;;;06.08.2015 08:41;07.08.2015;08:00 - 14:00;10.08.2015;19:30 - 20:30;10;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239369;1;12.08.2015 23:59;FTL;10014548;97055236 - DHL Freight Magyarország Kft.;48;53242 |  Eurotranciatura S.P.A.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;31.07.2015 11:19;10.08.2015;00:00 - 23:59;12.08.2015;00:00 - 23:59;26;Shipment in process;Load in progress;16
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240330;1;11.08.2015 19:00;LTL;10014786;670331 - Ghibli Szállítmányozási Kft.;48;97185964 | Eucasting Ro;3000 | Robert Bosch Energy and Body Systems Kft.;LVG-517;XYU-583;0;;;05.08.2015 10:43;06.08.2015;08:00 - 16:00;11.08.2015;18:00 - 19:00;99;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240178;1;10.08.2015 19:00;LTL;10014806;670331 - Ghibli Szállítmányozási Kft.;48;97250330 | Robert Bosch S.R.L;3000 | Robert Bosch Energy and Body Systems Kft.;MIM-796;MS-20-MEX;0;;;05.08.2015 12:02;06.08.2015;08:00 - 16:00;10.08.2015;18:00 - 19:00;8;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240393;1;13.08.2015 03:00;LTL;VE01995696;97053356 - GEFCO Hungary;48;1900200676 | Splast Sp. z o.o. Sp. K.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:30;10.08.2015;08:00 - 16:00;13.08.2015;02:00 - 03:00;10;Shipment in process;Load in progress;16
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240312;2;07.08.2015 22:00;HUB;VE01992546;670331 - Ghibli Szállítmányozási Kft.;48;28158 | HERMANN NIEMEYER GMBH;3000 | Robert Bosch Energy and Body Systems Kft.;MYD - 819;WAD-212;0;;;04.08.2015 10:10;05.08.2015;06:00 - 14:00;08.08.2015;00:00 - 04:00;2;Goods Receipt handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240517;1;08.08.2015 09:30;MR;VE01995741;97285181 - EuroCargo Express;48;1900201415 | Max-Magyar Mueanyagfroeccsoentoe;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:51;07.08.2015;12:00 - 14:00;08.08.2015;08:30 - 09:30;13;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240531;1;08.08.2015 09:00;MR;10014885;97285181 - EuroCargo Express;48;3000000318 |  Anton Szerszámkészitö Kft.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 12:46;07.08.2015;12:00 - 13:00;08.08.2015;08:00 - 09:00;48;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240524;2;11.08.2015 00:01;HUB;VE01995403;123261 - LGI Logistics Group International GmbH.;48;8849 | Morat & Co. Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 09:11;07.08.2015;08:00 - 16:00;11.08.2015;00:00 - 04:00;7;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240531;1;08.08.2015 09:00;MR;VE01995692;97285181 - EuroCargo Express;48;27883 | Hoffmann & Co.Elektrokohle AG;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:36;07.08.2015;09:00 - 11:00;08.08.2015;08:00 - 09:00;23;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240533;1;08.08.2015 09:30;MR;VE01995702;"383335 - Liegl &#38; Dachser Logisztikai Kft.";48;97120941 | MMG AUTÓ- ÉS DOMOTECHNIKAI KFT;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 10:40;07.08.2015;15:00 - 16:00;08.08.2015;08:30 - 09:30;4;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240533;1;08.08.2015 09:30;MR;VE01995703;"383335 - Liegl &#38; Dachser Logisztikai Kft.";48;86432 | FASTRON HUNGARIA Kft.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;06.08.2015 08:50;07.08.2015;16:00 - 17:00;08.08.2015;08:30 - 09:30;1;Transport order accepted;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;240053;2;07.08.2015 01:00;HUB;VE01984049;123261 - LGI Logistics Group International GmbH.;48;14693 | Koyo Deutschland GmbH;3000 | Robert Bosch Energy and Body Systems Kft.;MZG257;XYV303;0;;;03.08.2015 10:16;04.08.2015;07:30 - 15:00;07.08.2015;00:00 - 04:00;3;Goods Issue handling location;Load assigned;13
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239392;1;07.08.2015 21:00;LTL;VE01975068;97303889 - EKOL Logistics Kft.;34;97025340 | Sandhar Spain;97178139 | Eckerle Automotive Kft.;;;0;;;31.07.2015 09:33;03.08.2015;08:00 - 20:00;07.08.2015;09:00 - 21:00;11;Billingcase created;Billingcase created;19
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239611;1;06.08.2015 19:00;LTL;VE01984433;670331 - Ghibli Szállítmányozási Kft.;48;41808 | MAHLE Letrika;3000 | Robert Bosch Energy and Body Systems Kft.;FVH-620;;0;;;31.07.2015 12:16;04.08.2015;07:30 - 14:30;06.08.2015;18:00 - 19:00;2;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239804;2;06.08.2015 00:01;HUB;VE01974631;123261 - LGI Logistics Group International GmbH.;48;25242 | Edwin Deutgen Gmbh;3000 | Robert Bosch Energy and Body Systems Kft.;MPJ 462;WAE679;0;;;31.07.2015 10:28;03.08.2015;07:00 - 15:00;06.08.2015;00:00 - 04:00;11;Billingcase created;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239572;1;11.08.2015 15:00;LTL;VE01975215;97303889 - EKOL Logistics Kft.;48;661422 | Industrias Cantabras de Torneado SR;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;31.07.2015 10:16;03.08.2015;16:00 - 17:00;11.08.2015;14:00 - 15:00;9;consignment collected;Load collected;14
Robert Bosch Energy and Body Systems Kft.;FLL;IN;239162;1;07.08.2015 18:00;LTL;VE01965908;97303889 - EKOL Logistics Kft.;48;83225-01 | Mecanizados Bravo & Bippus S. L.;3000 | Robert Bosch Energy and Body Systems Kft.;;;0;;;30.07.2015 11:10;31.07.2015;09:00 - 17:00;07.08.2015;17:00 - 18:00;3;consignment collected;Load collected;14
